CustomerID,frequency,monetary,avg_order_value,recency_days,customer_segment
12356,3,2811.4300000000003,937.14333333333343,22,3
17897,3,566.6,188.86666666666667,172,2
13515,4,891.12000000000012,222.78,72,3
16856,1,35.400000000000006,35.400000000000006,14,3
15973,1,307.82,307.82,366,2
15513,19,14758.220000000001,776.74842105263167,33,4
15537,1,110.92000000000003,110.92000000000003,163,2
12635,2,1689.1799999999994,844.58999999999969,89,3
15874,7,4405.88,629.41142857142859,63,3
17646,3,1008.3900000000001,336.13,219,2
18109,26,8052.97,309.72961538461539,1,4
14082,1,182.24999999999997,182.24999999999997,364,2
14442,2,1589.8200000000002,794.91000000000008,204,2
17723,6,3276.4,546.06666666666672,127,3
14199,1,185.39999999999998,185.39999999999998,218,2
15365,7,2314.32,330.61714285714288,25,3
16592,16,4113.6799999999994,257.105,4,4
17538,1,98.420000000000016,98.420000000000016,25,3
17502,4,689.10000000000014,172.275,9,3
16979,6,1852.0,308.66666666666663,3,3
13418,18,6127.43,340.41277777777776,11,4
17080,2,287.62,143.81,22,3
13995,5,1393.69,278.738,15,3
17649,1,868.49,868.49,138,3
15723,1,203.1,203.1,364,2
13133,2,109.8,54.9,273,2
14700,3,2235.3,745.1,32,3
17075,4,834.12,208.53,17,3
14936,8,8137.02,1017.1275000000002,33,3
18156,2,734.93999999999983,367.46999999999991,12,3
16539,4,1388.81,347.2025,2,3
15739,1,449.12000000000006,449.12000000000006,66,3
14079,1,375.09999999999997,375.09999999999997,124,3
15147,1,623.5,623.5,240,2
16499,2,365.45,182.725,360,2
17050,6,3228.8399999999997,538.14,96,3
17038,1,112.40000000000003,112.40000000000003,30,3
13359,1,439.55999999999995,439.55999999999995,63,3
16224,4,1295.2999999999997,323.82499999999993,57,3
15610,1,112.46,112.46,51,3
15491,6,3100.0899999999997,516.68166666666673,95,3
12757,13,7857.0999999999985,604.39230769230755,15,4
15507,1,492.35999999999996,492.35999999999996,171,2
15422,2,97.7,48.85,323,2
14498,5,1957.3200000000002,391.46400000000006,42,3
13534,25,5870.0800000000008,234.80319999999998,2,4
18215,1,299.34000000000003,299.34000000000003,89,3
16561,2,511.12,255.56,5,3
14377,2,617.05,308.525,191,2
14817,2,1110.3400000000001,555.17000000000007,200,2
15819,4,1905.4499999999998,476.3625,49,3
15193,1,499.32,499.32,60,3
14856,3,1311.38,437.12666666666667,36,3
15716,4,1118.81,279.7025,145,3
17469,5,1870.9700000000003,374.194,16,3
15034,8,4308.61,538.57625,15,3
12748,210,33719.729999999989,160.57014285714286,0,1
13975,6,2526.2799999999997,421.04666666666662,31,3
17279,1,187.82999999999998,187.82999999999998,57,3
17987,1,198.57,198.57,185,2
13107,4,1531.6200000000001,382.90500000000003,44,3
14273,4,559.97,139.9925,51,3
16542,1,119.62,119.62,53,3
14863,1,266.76,266.76,29,3
18022,1,668.11000000000024,668.11000000000024,35,3
16680,1,183.70000000000002,183.70000000000002,43,3
17871,1,155.89999999999998,155.89999999999998,204,2
12365,2,641.38,320.69,291,2
16233,3,536.68,178.89333333333332,71,3
15673,4,2881.0200000000004,720.25500000000011,88,3
12812,1,229.63999999999993,229.63999999999993,44,3
15370,7,2386.05,340.8642857142857,40,3
17109,6,885.04,147.50666666666666,29,3
16372,2,367.92999999999989,183.96499999999995,33,3
14819,2,272.07,136.035,64,3
15136,4,1286.7000000000003,321.67500000000007,2,3
16349,1,53.5,53.5,290,2
12464,8,1212.0500000000002,151.50625,10,3
16942,9,1920.59,213.39888888888891,12,3
14165,1,122.53999999999999,122.53999999999999,275,2
14561,3,1080.7599999999998,360.25333333333327,75,3
13728,6,1016.1400000000001,169.35666666666668,36,3
14059,1,183.59999999999997,183.59999999999997,266,2
15344,3,563.93999999999994,187.98,0,3
16713,15,6923.130000000001,461.54200000000003,18,4
16187,15,6911.4400000000014,460.76266666666675,31,4
14974,1,114.39,114.39,37,3
13113,24,12245.96,510.24833333333333,0,4
16510,1,248.10000000000002,248.10000000000002,372,2
13837,2,271.24,135.62,211,2
14467,4,598.76,149.69,17,3
16813,10,1692.9799999999998,169.298,8,3
17133,7,4892.2400000000016,698.89142857142861,15,3
13012,8,1661.8400000000001,207.73000000000002,9,3
15276,1,135.31000000000003,135.31000000000003,66,3
13754,2,282.6,141.3,151,2
16330,3,251.91,83.97,17,3
13137,8,3650.4100000000003,456.30125000000004,10,3
16208,2,664.26,332.13,44,3
15836,1,137.37,137.37,50,3
16003,5,2735.3700000000008,547.07400000000007,29,3
15787,3,948.05,316.01666666666665,26,3
16395,5,1486.9,297.38,60,3
14681,3,498.95,166.31666666666666,71,3
15630,2,1186.35,593.175,45,3
16801,4,1619.73,404.9325,163,2
13634,5,1575.1599999999996,315.03199999999993,33,3
18277,1,110.38,110.38,58,3
14267,3,1516.24,505.41333333333336,162,2
17504,9,2997.03,333.00333333333339,206,2
16897,2,289.78000000000009,144.89000000000004,299,2
16325,3,594.24,198.07999999999998,46,3
17941,1,304.56,304.56,130,3
15985,2,1142.42,571.21,123,3
13263,35,7454.0699999999988,212.97342857142857,1,4
14157,2,432.88000000000011,216.44000000000005,19,3
12937,4,1504.2699999999995,376.06749999999988,15,3
17700,4,2534.64,633.65999999999985,16,3
16771,5,2246.81,449.36199999999997,33,3
16574,1,451.43999999999977,451.43999999999977,71,3
16055,1,134.8,134.8,220,2
16598,1,145.05,145.05,285,2
14323,2,605.06000000000006,302.53000000000003,114,3
17631,3,528.33,176.11,1,3
16893,1,145.93000000000004,145.93000000000004,366,2
16638,10,1680.72,168.072,22,3
17899,1,155.79999999999998,155.79999999999998,159,2
17163,2,293.1,146.55,21,3
16650,1,518.42000000000007,518.42000000000007,71,3
14972,1,114.77000000000002,114.77000000000002,128,3
16348,7,1469.45,209.92142857142858,32,3
12643,6,3344.6400000000003,557.44,128,3
16037,3,855.0200000000001,285.00666666666666,269,2
14842,4,2824.6900000000005,706.17250000000013,43,3
17082,2,2003.85,1001.925,33,3
13565,2,240.22000000000003,120.11000000000001,19,3
14587,9,1601.1400000000003,177.90444444444444,18,3
13349,1,247.31999999999996,247.31999999999996,10,3
13161,1,112.75,112.75,313,2
16549,10,4154.64,415.46400000000006,10,3
16364,2,707.04,353.52,11,3
17720,4,1195.9399999999998,298.98499999999996,26,3
13430,2,679.45,339.725,18,3
17507,2,605.57999999999993,302.78999999999996,261,2
14824,4,1127.71,281.9275,10,3
15178,1,40.5,40.5,260,2
13600,1,219.51999999999998,219.51999999999998,312,2
16124,1,249.0,249.0,317,2
17704,2,885.19,442.595,168,2
13662,3,897.76000000000022,299.25333333333339,85,3
15898,5,1388.88,277.776,1,3
13035,2,921.87999999999988,460.93999999999994,73,3
15322,1,679.67999999999984,679.67999999999984,85,3
12842,2,1118.99,559.495,70,3
13606,3,280.53999999999996,93.513333333333321,29,3
15744,1,34.8,34.8,77,3
16142,1,535.34000000000015,535.34000000000015,249,2
18116,8,1418.0299999999997,177.25374999999997,67,3
16457,1,208.36,208.36,218,2
13712,1,228.83999999999997,228.83999999999997,246,2
15857,1,297.0,297.0,18,3
14039,1,152.2,152.2,33,3
17703,3,798.74,266.24666666666667,35,3
17371,3,423.89,141.29666666666665,17,3
13062,1,346.98,346.98,191,2
15017,1,125.58000000000003,125.58000000000003,33,3
12589,2,646.68,323.34,28,3
17298,2,498.42000000000007,249.21,101,3
15392,4,1535.5299999999997,383.8825,4,3
12674,4,1970.6,492.65,38,3
17746,1,110.25000000000001,110.25000000000001,240,2
12609,3,1126.85,375.61666666666667,78,3
13603,1,164.34,164.34,26,3
17251,1,283.28,283.28,362,2
14264,2,333.97,166.985,154,2
17816,4,36.559999999999995,9.1399999999999988,36,3
16551,3,922.12000000000012,307.37333333333339,95,3
15674,5,2446.6,489.31999999999994,73,3
12602,1,153.12000000000003,153.12000000000003,58,3
18072,1,247.44,247.44,185,2
17930,5,1740.4799999999998,348.09599999999995,35,3
12502,5,3723.8700000000003,744.77400000000011,95,3
15737,8,1205.12,150.64,14,3
16705,20,14034.989999999998,701.7495,0,4
14351,1,51.0,51.0,164,2
13927,1,348.99,348.99,74,3
15270,7,2379.49,339.92714285714288,15,3
12644,1,477.91000000000008,477.91000000000008,129,3
15435,1,149.29000000000005,149.29000000000005,22,3
15197,3,1079.61,359.87,10,3
15531,2,2007.4400000000003,1003.7200000000001,8,3
17230,8,3638.4100000000003,454.80125,264,2
16572,3,1009.5999999999999,336.5333333333333,127,3
13876,1,122.69999999999999,122.69999999999999,63,3
12449,4,4067.29,1016.8225,22,3
15640,15,12515.660000000003,834.37733333333324,4,4
13429,4,1006.8,251.7,10,3
13890,10,1883.8100000000002,188.38100000000003,1,3
13831,6,2202.99,367.16499999999996,16,3
13782,6,912.0,152.0,12,3
16756,1,239.4,239.4,214,2
15117,5,1551.7799999999997,310.356,14,3
13166,1,417.19999999999993,417.19999999999993,283,2
17664,2,604.6400000000001,302.32000000000005,18,3
18223,14,6484.54,463.18142857142846,4,4
16891,5,809.69999999999982,161.93999999999994,1,3
13232,7,1357.6,193.94285714285712,12,3
12839,14,5591.420000000001,399.38714285714292,2,4
14386,1,142.4,142.4,296,2
15031,4,668.14,167.035,4,3
16701,13,5398.2999999999993,415.25384615384615,8,4
17553,1,1487.6,1487.6,129,3
15987,7,1451.28,207.32571428571427,12,3
17697,1,338.95000000000005,338.95000000000005,236,2
18080,2,1231.5,615.75,18,3
15023,11,6802.7599999999993,618.43272727272722,3,4
12989,15,6924.1099999999988,461.60733333333332,3,4
15661,2,309.79999999999995,154.89999999999998,317,2
17175,4,1443.69,360.9225,44,3
17800,9,1199.01,133.22333333333333,37,3
16641,1,231.10000000000002,231.10000000000002,105,3
12999,3,455.87999999999994,151.95999999999998,196,2
15561,4,800.59,200.14749999999998,11,3
14126,3,706.13000000000011,235.37666666666672,7,3
17388,4,1259.5600000000002,314.89,77,3
14174,1,134.46,134.46,33,3
16571,3,1421.69,473.89666666666665,26,3
16546,2,787.15000000000009,393.57500000000005,290,2
18231,5,2083.27,416.654,192,2
14067,2,374.70000000000005,187.35000000000002,63,3
17594,2,993.18000000000006,496.59000000000003,85,3
16905,7,3102.4300000000003,443.20428571428562,5,3
17848,9,901.20000000000016,100.13333333333333,81,3
15127,1,406.53000000000003,406.53000000000003,65,3
16852,2,144.91000000000003,72.455000000000013,10,3
13588,9,2478.95,275.43888888888881,15,3
14155,1,118.75,118.75,266,2
14640,6,2125.08,354.18,24,3
14407,6,2157.73,359.62166666666667,107,3
13268,11,3214.6899999999996,292.24454545454546,17,3
13488,13,8968.31,689.87,17,4
17255,2,298.41,149.205,40,3
12792,1,400.54,400.54,256,2
13562,3,1799.33,599.77666666666664,81,3
17126,5,1004.7500000000001,200.95000000000002,152,2
14904,2,1025.44,512.72,2,3
15907,3,967.44999999999982,322.48333333333329,3,3
15598,1,240.68,240.68,53,3
15921,1,336.03000000000003,336.03000000000003,172,2
14022,1,440.0,440.0,225,2
16093,1,17.0,17.0,106,3
13176,1,492.84000000000009,492.84000000000009,46,3
18011,1,102.79,102.79,373,2
16188,4,981.8599999999999,245.46499999999997,44,3
17247,1,282.18999999999994,282.18999999999994,15,3
17462,2,675.69,337.845,60,3
16309,2,706.56999999999994,353.28499999999997,106,3
15732,2,294.12,147.06,212,2
15358,22,8347.1999999999989,379.41818181818184,4,4
16162,1,37.4,37.4,252,2
14499,3,815.31999999999994,271.77333333333331,26,3
16971,1,357.20999999999987,357.20999999999987,38,3
17722,4,2424.04,606.01,96,3
13911,9,2580.9100000000003,286.76777777777778,57,3
13358,1,439.03000000000003,439.03000000000003,268,2
17843,1,205.48000000000002,205.48000000000002,303,2
13334,3,3536.8200000000006,1178.94,82,3
12743,2,546.43,273.215,134,3
12753,6,21429.39,3571.565,22,4
17160,6,3518.0300000000007,586.33833333333348,31,3
14962,1,126.70000000000002,126.70000000000002,270,2
17616,3,571.2,190.4,173,2
18255,1,103.3,103.3,89,3
15361,1,418.92000000000007,418.92000000000007,361,2
15574,4,702.24999999999989,175.56249999999997,177,2
15092,2,457.81000000000006,228.90500000000003,215,2
17347,1,228.96,228.96,86,3
15970,1,314.1,314.1,303,2
12349,1,1757.55,1757.55,18,3
17290,2,525.2399999999999,262.61999999999995,3,3
16751,1,1764.7199999999998,1764.7199999999998,30,3
12891,3,331.0,110.33333333333334,185,2
12756,1,112.08000000000001,112.08000000000001,86,3
18176,1,476.34999999999997,476.34999999999997,358,2
16565,1,173.7,173.7,364,2
14193,2,853.38999999999987,426.69499999999994,67,3
16644,2,833.77999999999975,416.88999999999987,177,2
15079,4,895.61000000000013,223.90250000000003,212,2
16554,3,837.10000000000014,279.03333333333336,42,3
13230,14,2806.97,200.49785714285716,4,4
17481,4,1255.5900000000001,313.8975,3,3
13307,1,15.0,15.0,120,3
13759,2,659.41,329.705,33,3
16079,3,1352.0,450.66666666666663,16,3
16144,1,175.2,175.2,246,2
18158,2,453.40000000000009,226.70000000000005,9,3
13589,2,379.65,189.825,14,3
15002,4,1641.7600000000002,410.44000000000005,115,3
14210,6,1905.84,317.64,105,3
18009,1,257.34000000000003,257.34000000000003,235,2
14438,1,131.9,131.9,306,2
12849,2,1050.8899999999999,525.44499999999994,31,3
13790,1,348.79999999999995,348.79999999999995,4,3
17440,3,186.42,62.139999999999993,156,2
14557,1,788.38000000000011,788.38000000000011,85,3
15707,4,945.57999999999993,236.395,35,3
17412,7,1258.06,179.72285714285715,2,3
16791,7,1721.7799999999993,245.96857142857135,29,3
14727,1,268.58,268.58,274,2
17764,2,818.81999999999994,409.40999999999997,50,3
14805,4,554.65,138.6625,15,3
14016,4,4341.21,1085.3025,161,2
14652,1,114.18000000000002,114.18000000000002,77,3
17334,2,307.02000000000004,153.51000000000002,302,2
12347,7,4310.0,615.71428571428567,2,3
17186,2,144.0,72.0,46,3
13882,5,1191.1299999999999,238.22599999999997,2,3
15721,1,507.07999999999981,507.07999999999981,11,3
14964,1,206.21,206.21,247,2
15234,1,197.0,197.0,276,2
18280,1,180.6,180.6,277,2
17353,2,1740.0,870.0,129,3
12477,6,13219.739999999998,2203.29,22,3
13260,1,557.62000000000012,557.62000000000012,61,3
14418,3,1937.25,645.75,3,3
16173,6,1418.3199999999997,236.38666666666666,15,3
18129,1,112.55,112.55,243,2
14038,3,1560.38,520.12666666666678,78,3
12752,1,4366.7799999999988,4366.7799999999988,81,3
18220,1,305.28000000000003,305.28000000000003,226,2
17698,1,154.95000000000002,154.95000000000002,260,2
13593,5,2037.08,407.416,108,3
15348,1,158.03999999999996,158.03999999999996,72,3
16528,1,244.41,244.41,3,3
14784,2,289.99,144.995,26,3
17026,2,154.82999999999998,77.414999999999992,185,2
18173,4,2106.84,526.71,86,3
17694,1,283.12000000000006,283.12000000000006,141,3
17849,4,605.80000000000007,151.45000000000002,218,2
15297,3,641.94,213.98,10,3
15204,1,316.58000000000004,316.58000000000004,357,2
16202,1,365.27000000000004,365.27000000000004,360,2
12840,4,2726.77,681.6925,143,3
16620,2,178.96,89.48,3,3
13851,3,2651.4600000000005,883.82000000000028,95,3
13988,6,4147.96,691.32666666666671,19,3
15922,1,369.50000000000006,369.50000000000006,373,2
13184,10,1701.29,170.12899999999996,14,3
14806,1,193.39000000000004,193.39000000000004,75,3
17824,1,298.4,298.4,51,3
14665,5,1835.7000000000003,367.14000000000004,60,3
17960,1,73.78,73.78,171,2
18218,2,662.08,331.04,211,2
13763,1,1714.9599999999998,1714.9599999999998,63,3
17550,3,267.15999999999997,89.053333333333313,197,2
15953,8,1659.38,207.4225,15,3
12772,1,892.47000000000037,892.47000000000037,59,3
17705,9,1823.52,202.61333333333334,3,3
14031,19,17286.86,909.83473684210514,7,4
13441,1,296.64000000000004,296.64000000000004,91,3
12452,2,430.57000000000005,215.28500000000003,16,3
15152,13,4745.6900000000014,365.05307692307696,9,4
13338,1,487.02,487.02,157,2
12370,4,3545.6900000000005,886.4225,51,3
12909,5,2178.67,435.73400000000004,39,3
12685,6,2863.08,477.18000000000006,28,3
12572,2,1020.4200000000003,510.21000000000015,8,3
14205,2,466.70000000000005,233.35000000000002,16,3
12967,2,1660.9,830.45,358,2
12421,4,807.04000000000008,201.76,15,3
14030,8,2360.09,295.01124999999996,18,3
16990,1,179.0,179.0,218,2
14775,3,1011.9000000000001,337.3,58,3
16260,1,1035.45,1035.45,50,3
17491,10,3558.87,355.887,1,3
17600,1,161.67000000000002,161.67000000000002,17,3
12639,1,486.1,486.1,238,2
13470,2,165.0,82.5,99,3
16281,1,2062.06,2062.06,72,3
17078,2,378.2000000000001,189.10000000000005,36,3
14888,1,369.2,369.2,207,2
15353,2,777.02,388.51,254,2
17203,6,3563.8500000000004,593.975,35,3
15571,4,650.43000000000006,162.6075,11,3
14841,6,3295.7599999999998,549.29333333333329,53,3
17455,1,131.7,131.7,203,2
16904,16,3754.2699999999991,234.64187499999997,4,4
15222,1,585.0,585.0,318,2
13322,1,199.48,199.48,17,3
18181,1,382.79999999999995,382.79999999999995,24,3
17394,1,203.86999999999995,203.86999999999995,219,2
17775,1,56.4,56.4,254,2
14508,2,276.41999999999996,138.20999999999998,22,3
14798,3,173.74,57.913333333333334,52,3
17620,1,81.44,81.44,59,3
17454,4,517.53,129.3825,192,2
12856,6,2179.93,363.32166666666666,7,3
13991,6,855.97,142.66166666666666,12,3
12982,1,390.53999999999996,390.53999999999996,242,2
14887,1,1862.0,1862.0,79,3
17619,1,218.52000000000004,218.52000000000004,312,2
18196,2,689.13000000000011,344.56500000000005,95,3
16768,3,478.09000000000003,159.36333333333334,47,3
13934,1,922.09999999999968,922.09999999999968,263,2
13731,2,610.58999999999992,305.29499999999996,219,2
15249,13,6688.46,514.496923076923,31,4
13345,1,389.50000000000006,389.50000000000006,287,2
18067,1,396.3300000000001,396.3300000000001,40,3
17042,5,1044.3799999999999,208.87599999999998,2,3
16800,1,1201.4900000000002,1201.4900000000002,11,3
16836,2,251.87,125.935,39,3
13207,2,250.26000000000005,125.13000000000002,15,3
17961,39,1296.4400000000003,33.242051282051293,21,4
12906,5,2919.8099999999995,583.962,11,3
16412,1,151.83,151.83,53,3
17730,13,5298.48,407.57538461538462,3,4
17221,2,335.13,167.565,7,3
17765,3,371.88000000000011,123.96000000000002,158,2
13715,5,1079.3400000000001,215.86800000000002,281,2
14335,2,468.26,234.13,16,3
14215,6,1789.7200000000003,298.28666666666663,11,3
15556,1,279.77,279.77,24,3
16726,5,1382.02,276.404,26,3
17415,1,507.83999999999992,507.83999999999992,79,3
17883,4,671.77,167.9425,3,3
